"Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments"
2014-08-27 13:55:22,32,"Male","United States","CO","No","No","No","Never","6-25","Yes","Yes","No","No","No","No","Don't know","Very easy","No","No","Yes","Yes","No","No","Don't know","No",NA
2014-08-27 13:55:38,30,"Male","Ireland",NA,"Yes","No","No","Sometimes","1-5","Yes","Yes","No","No","No","No","Don't know","Somewhat difficult","No","No","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-27 13:56:27,23,"female","United States","MN","No","Yes","Yes","Never","100-500","No","No","Yes","No","Don't know","Don't know","Yes","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-27 13:56:35,30,"Male","United States","NJ","No","No","No",NA,"More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-27 13:59:24,34,"male","United Kingdom",NA,"No","No","No","Sometimes","26-100","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Yes","Some of them","No","No","Don't know","No",NA
2014-08-27 13:59:35,38,"Male","United States","PA","No","No","Yes","Rarely","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","No","No",NA
2014-08-27 14:01:25,33,"Male","Canada",NA,"No","No","No",NA,"100-500","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-27 14:01:35,34,"male","United States","MO","No","No","No",NA,"26-100","No","No","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No",NA
2014-08-27 14:01:54,28,"male","Colombia",NA,"No","No","No","Sometimes","6-25","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","No","Some of them","No","No","Don't know","No",NA
2014-08-27 14:03:16,28,"male","United States","MN","No","No","Yes","Rarely","100-500","No","No","Yes","Yes","Yes","Don't know","Don't know","Very easy","Maybe","No","Some of them","Some of them","No","No","Yes","No",NA
2014-08-27 14:03:54,23,"Male","United States","PA","No","Yes","No","Sometimes","100-500","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No",NA
2014-08-27 14:03:59,22,"Male","Australia",NA,"Yes","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","Not sure","Yes","Yes","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","Yes","No","Yes",NA
2014-08-27 14:06:26,27,"male","Portugal",NA,"No","No","No","Never","6-25","No","Yes","No","No","No","No","Yes","Don't know","Yes","No","No","No","No","Maybe","Don't know","No","It's a small startup in a small city in a small country."
2014-08-27 14:10:15,18,"male","United States","TX","No","No","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No",NA
2014-08-27 14:10:47,35,"male","United States","NY","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","Yes","No","No","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 14:10:53,25,"Male","Canada",NA,"No","No","No",NA,"100-500","No","No","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","Yes","No","No",NA
2014-08-27 14:11:46,27,"Male","United Kingdom",NA,"No","Yes","Yes","Sometimes","6-25","No","Yes","No","No","No","No","Yes","Somewhat easy","Maybe","Maybe","Yes","Yes","Yes","Yes","Yes","No","Hi Ed it's Paul Dragoonis. I have Aspergers/High Functioning Autism :-)"
2014-08-27 14:11:52,26,"Female","United States","WA","No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 14:11:55,18,"Male","United States","WA","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Some of them","No","Maybe","Yes","No",NA
2014-08-27 14:13:02,38,"Female","United States","TX","No","No","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Don't know","Don't know","No","Maybe","Some of them","No","No","No","Don't know","Yes","The form of mental health problem that I suffer is anxiety."
2014-08-27 14:13:16,26,"Female","United States","TX","No","Yes","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","No","Don't know","No",NA
2014-08-27 14:13:24,30,"Male","Switzerland",NA,"Yes","No","No","Never","1-5","No","Yes","No","No","No","No","No","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No",NA
2014-08-27 14:14:52,35,"male","United States","CA","No","No","No","Never","More than 1000","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 14:15:13,45,"male","United States","NY","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 14:15:21,32,"Male","United States","CA","No","No","No","Never","More than 1000","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 14:15:57,56,"Male","United States",NA,"No","No","Yes","Never","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Maybe","Yes","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 14:16:00,24,"Female","United States","CA","No","No","No",NA,"500-1000","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","No","No",NA
2014-08-27 14:18:20,30,"F","United States","SC","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Very easy","No","No","Yes","Yes","No","Yes","Yes","No",NA
2014-08-27 14:18:41,60,"male","United States","CA","No","No","No",NA,"More than 1000","No","Yes","Yes","No","Don't know","Yes","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-27 14:18:44,33,"Male","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","No","Yes","Yes","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No",NA
2014-08-27 14:19:08,37,"M","United States","NY","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-27 14:19:12,23,"Female","United States","NY","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Yes","No",NA
2014-08-27 14:20:08,31,"f","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","No","No","Yes","No",NA
2014-08-27 14:20:43,26,"Male","United States","MA","No","No","No","Rarely","100-500","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No",NA
2014-08-27 14:21:37,28,"female","United States","WA","No","Yes","Yes","Often","100-500","Yes","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-27 14:21:42,37,"F","United States","CA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Don't know","Yes","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-27 14:22:00,26,"male","Canada",NA,"No","Yes","Yes","Often","6-25","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","Maybe","Maybe","Yes","No",NA
2014-08-27 14:22:36,30,"queer/she/they","United States","IL","No","Yes","Yes","Rarely","26-100","No","Yes","Yes","Not sure","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-27 14:22:43,26,"M","United States","IN","No","No","No",NA,"26-100","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Don't know","Yes",NA
2014-08-27 14:22:43,25,"Male","United States","OR","No","No","No",NA,"26-100","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-27 14:23:51,27,"Male","United States","TN","No","No","No","Sometimes","100-500","No","Yes","Yes","Not sure","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No","The thought of going through my employer directly to get help is fucking scary.Getting help is the hardest part of getting help."
2014-08-27 14:23:53,25,"Male","Canada",NA,"No","No","Yes","Often","6-25","Yes","No","Don't know","No","No","Don't know","Don't know","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","Don't know","No",NA
2014-08-27 14:24:15,35,"male","United States","OR","No","No","Yes","Rarely","100-500","No","Yes","Yes","Not sure","Don't know","Yes","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-27 14:25:41,36,"Male","United States","WA","Yes","No","Yes","Never","1-5","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-27 14:25:54,26,"Male","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","No","No","No","No","No","No","No",NA
2014-08-27 14:26:32,27,"Male","United States","CA","No","Yes","No",NA,"More than 1000","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No","Don't know because I haven't checked not because it's difficult to find out. If you didn't have the don't know option I would've looked up the answer."
2014-08-27 14:27:20,30,"male","United States","VT","No","No","No",NA,"6-25","No","No","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 14:27:27,29,"M","United States","NY","No","No","No",NA,"100-500","No","No","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No",NA
2014-08-27 14:27:28,25,"Male","United States","UT","No","No","No","Never","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-27 14:27:51,22,"Female","United States","NY","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","No","Some of them","No","No","Yes","Yes",NA
2014-08-27 14:28:28,29,"male","Latvia","NY","No","No","No",NA,"26-100","No","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 14:28:41,41,"Male","United States","SD","No","Yes","Yes","Rarely","100-500","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-27 14:28:43,29,"Male","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","No","No","Don't know","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-27 14:28:49,32,"Male","United States","OR","No","No","No","Never","500-1000","No","Yes","Yes","Not sure","Don't know","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No",NA
2014-08-27 14:28:51,24,"female","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-27 14:29:19,25,"Male","United States","CA","No","No","Yes","Rarely","6-25","No","Yes","Yes","No","Don't know","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No",NA
2014-08-27 14:30:33,25,"m","United States","CA","No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No",NA
2014-08-27 14:31:06,30,"Female","United States","CO","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","No","Some of them","No","No","Don't know","No",NA
2014-08-27 14:31:28,25,"Male","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know","Yes","Don't know","Don't know","No","No","Yes","Yes","No","No","Yes","No",NA
2014-08-27 14:31:44,30,"Male","United States","OH","Yes","No","No","Never","1-5","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 14:32:22,33,"male","Germany",NA,"Yes","Yes","Yes","Rarely","1-5","No","No","No","No","No","No","Don't know","Somewhat difficult","Yes","Yes","No","No","Maybe","No","Yes","Yes",NA
2014-08-27 14:32:46,24,"Male","United States","WA","No","No","No",NA,"26-100","No","Yes","Yes","Not sure","Yes","Yes","Yes","Very easy","No","No","Some of them","Some of them","No","Maybe","Yes","No",NA
2014-08-27 14:33:44,25,"Male","Canada",NA,"No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","No","No",NA
2014-08-27 14:34:47,31,"Male","United States","OH","No","No","No",NA,"100-500","No","No","Don't know","No","No","No","Yes","Somewhat easy","Maybe","No","No","No","No","Yes","No","No",NA
2014-08-27 14:37:33,45,"Male","Ireland",NA,"Yes","No","Yes","Often","1-5","No","Yes","No","No","No","No","Don't know","Very difficult","No","No","No","No","No","No","Don't know","No",NA
2014-08-27 14:37:35,29,"m","Romania",NA,"No","No","No",NA,"6-25","Yes","No","No","Yes","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","No","No",NA
2014-08-27 14:37:46,46,"M","United States","WA","No","No","No","Never","26-100","No","Yes","Yes","Not sure","Yes","Don't know","Don't know","Very easy","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No",NA
2014-08-27 14:38:06,30,"Male","United Kingdom",NA,"No","No","Yes","Sometimes","26-100","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",NA
2014-08-27 14:38:13,29,"F","United States","CA","Yes","No","No","Sometimes","More than 1000","No","Yes","Yes","Not sure","Don't know","No","Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 14:38:26,24,"Male","United States","MA","No","No","No",NA,"More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Don't know","Yes","No","No","No","No","Maybe","Don't know","No","I think there might be some bugs in my thought but I haven't sought treatment because they're not worse than annoying and I worry about having the label."
2014-08-27 14:38:49,29,"male","United States","WA","No","No","No",NA,"26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No","I think a lot of our policy is based on a situation that occurred in the past 5 years. A very public mental illness happened with a coworker that unfortunately ended negatively. It was definitely a catalyst to talking about our options but the overall sentiment of it being OK to take time off talk with your supervisors etc. has always been there. It's a great company."
2014-08-27 14:38:54,35,"Male","United States","MI","No","No","No",NA,"26-100","No","No","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","No","No","No",NA
2014-08-27 14:39:07,33,"f","United States","WA","No","Yes","No","Sometimes","26-100","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-27 14:39:20,27,"Male","United States","CA","No","No","No","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","Yes","No","No","No","No","Maybe","No","No","Regardless of a stated lack of negative consequences for discussing mental health issues with coworkers/superiors unconscious bias is a very real thing - as long as I don't *need* to inform my co-workers my mental health issues do not need to be public knowledge."
2014-08-27 14:41:09,36,"Male","United States","IA","No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 14:41:16,33,"Male","United Kingdom",NA,"No","No","No","Rarely","1-5","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","No","No",NA
2014-08-27 14:44:29,25,"F","United States","WA","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-27 14:45:12,23,"Male","United States","AL","No","Yes","Yes","Sometimes","100-500","No","No","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Maybe","Yes","Don't know","No","YOU MAY WANT TO THROW OUT MY ENTRY.I answered all of these questions with the assumption that Attention Deficit Disorder is considered a mental illness and with ADD in mind."
2014-08-27 14:45:45,54,"M","United States","CA","No","Yes","Yes","Never","More than 1000","No","Yes","Don't know","No","Yes","Yes","Don't know","Don't know","No","No","No","Yes","No","No","Don't know","No",NA
2014-08-27 14:47:10,22,"Male","United States","CA","No","No","No","Sometimes","More than 1000","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-27 14:47:28,25,"non-binary","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","No",NA
2014-08-27 14:49:08,29,"Male","Belgium",NA,"No","No","No","Often","6-25","No","No","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Yes","Yes","Maybe","Maybe","Don't know","No","In Belgium we have all medical care so perhaps some question are not relevant"
2014-08-27 14:49:30,27,"Male","United States","MA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","No","No","No","Yes","Yes","No",NA
2014-08-27 14:51:29,30,"Male","United Kingdom",NA,"No","No","No","Never","6-25","No","Yes","No","No","No","Don't know","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No","A co-worker recently had mental health issues and my employer was very reasonable with them I don't know the full story but I do know that he was given ample time off and eased back in to the work place."
2014-08-27 14:52:44,26,"male","United States","CA","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Not sure","Don't know","Yes","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No",NA
2014-08-27 14:52:53,25,"Female","Sweden",NA,"No","Yes","No","Sometimes","6-25","No","Yes","Yes","Yes","Yes","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","No","No",NA
2014-08-27 14:53:11,31,"Male","United States","CA","No","No","Yes","Sometimes","500-1000","No","No","No","Yes","No","Don't know","Yes","Don't know","No","No","Some of them","No","No","No","No","No",NA
2014-08-27 14:54:23,33,"M","United States","IN","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 14:54:56,34,"M","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Yes","Yes","Don't know","Maybe","Maybe","No","No","No","No","Don't know","No",NA
2014-08-27 14:57:46,34,"Male","United States","WA","No","No","Yes","Sometimes","100-500","Yes","Yes","No","No","No","No","Don't know","Somewhat easy","Yes","Yes","Some of them","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 14:58:01,29,"M","United States","IN","Yes","No","No",NA,"1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA
2014-08-27 14:59:59,33,"Femake","United States","WA","No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 15:03:56,34,"male","Germany",NA,"Yes","Yes","Yes","Rarely","26-100","Yes","Yes","No","No","No","Don't know","Don't know","Somewhat difficult","No","No","Yes","Yes","No","Maybe","Yes","No",NA
2014-08-27 15:04:41,26,"male","United States","OK","Yes","Yes","Yes","Rarely","100-500","Yes","No","No","No","No","Don't know","No","Don't know","Maybe","No","Some of them","Yes","No","Yes","No","No",NA
2014-08-27 15:05:00,32,"Male","United States","MI","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Yes","Yes","No",NA
2014-08-27 15:05:21,329,"Male","United States","OH","No","No","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No",NA
2014-08-27 15:09:58,28,"Male","United States","GA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat difficult","Maybe","Maybe","No","No","No","No","No","No",NA
2014-08-27 15:11:30,35,"Male","United States","CA","No","Yes","No",NA,"More than 1000","No","Yes","Yes","No","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-27 15:13:33,36,"Male","United States",NA,"No","Yes","Yes","Often","100-500","No","Yes","No","Yes","No","No","Yes","Very easy","No","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 15:14:50,21,"Male","United States","IN","No","Yes","Yes","Rarely","100-500","No","Yes","Yes","No","No","Don't know","Yes","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-27 15:15:29,21,"Male","United Kingdom",NA,"No","No","Yes","Sometimes","6-25","No","No","Don't know","Not sure","No","No","No","Very easy","Yes","No","Some of them","No","No","Maybe","No","No",NA
2014-08-27 15:15:42,22,"F","United States","WA","No","No","No",NA,"More than 1000","No","Yes","Yes","No","Yes","Yes","Yes","Somewhat easy","No","No","No","Some of them","No","No","Yes","No",NA
2014-08-27 15:20:53,41,"m","United States","WA","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","No","Yes","Yes","Don't know","Somewhat difficult","Maybe","No","Yes","Some of them","No","Maybe","No","Yes",NA
2014-08-27 15:21:59,55,"M","United States","PA","No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No","My refer to the mental health issue of depression.  I might answer differently if I was talking about a more serious issue like schizophrenia"
2014-08-27 15:22:20,32,"F","United States","WA","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","My employer does what they can providing a wellness program and pointing it out after particularly stressful times. But the interaction between the wellness program and the medical insurance is unpleasant and finding a long-term therapist / psychiatrist covered by insurance is amazingly difficult. My current lack of active treatment is due to insurance friction more than workplace friction."
2014-08-27 15:22:26,21,"F","United States","CA","No","Yes","Yes","Rarely","26-100","No","Yes","Don't know","Not sure","Don't know","No","Don't know","Somewhat easy","Yes","No","Some of them","No","No","Yes","Don't know","No",NA
2014-08-27 15:22:43,45,"M","United States","MA","No","No","Yes","Never","26-100","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No",NA
2014-08-27 15:22:45,27,"female","United States","WA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","No","No","Yes","Don't know","Yes","Maybe","No","No","No","No","No","No",NA
2014-08-27 15:22:50,25,"Female","United States","WA","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-27 15:22:52,34,"woman","United States","NY","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Very difficult","Maybe","Maybe","Some of them","Some of them","No","No","Yes","No","I work for a university."
2014-08-27 15:23:06,26,"F","United States","CA","No","Yes","Yes","Never","More than 1000","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","No","No","No","No","Don't know","No",NA
2014-08-27 15:23:07,41,"Male","Canada",NA,"No","No","Yes","Never","500-1000","No","Yes","Yes","Not sure","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 15:23:19,27,"Male","United States","CA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-27 15:23:30,31,"Make","United States","IN","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","No","No","Yes","Yes","No","No","Don't know","No",NA
2014-08-27 15:23:33,25,"Male","Germany",NA,"No","Yes","Yes","Often","26-100","Yes","Yes","No","No","No","No","Yes","Somewhat easy","No","No","Yes","Yes","No","Yes","No","No",NA
2014-08-27 15:23:51,26,"M","United States","NV","No","No","Yes","Sometimes","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","No","No",NA
2014-08-27 15:23:51,27,"female","United States","CO","No","Yes","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","Maybe","No","Yes","No","No","Don't know","No",NA
2014-08-27 15:23:54,42,"Male","New Zealand",NA,"No","No","No","Never","500-1000","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-27 15:24:22,29,"Nah","United States","CA","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","Yes","Yes","No","No","Don't know","Very difficult","Yes","No","Some of them","No","No","Maybe","No","No",NA
2014-08-27 15:24:27,25,"female","United States","CA","No","No","Yes","Sometimes","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Yes","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-27 15:24:28,33,"Female","Sweden",NA,"No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","Maybe","No","Some of them","No","No","Yes","Don't know","No",NA
2014-08-27 15:24:47,99999999999,"All","Zimbabwe",NA,"Yes","Yes","Yes","Often","1-5","No","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","No","No","Yes","No","No","Yes",NA
2014-08-27 15:24:47,40,"female","United States","PA","No","Yes","Yes","Rarely","More than 1000","No","No","Yes","No","Don't know","Don't know","Don't know","Somewhat easy","Maybe","Maybe","No","No","No","No","Don't know","No",NA
2014-08-27 15:24:49,31,"Male","United States","SC","No","No","No","Never","More than 1000","No","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","Yes","No","Some of them","No","No","No","Don't know","No",NA
2014-08-27 15:24:55,26,"Male","Canada",NA,"No","Yes","Yes","Often","26-100","Yes","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","No","No","Yes","No",NA
2014-08-27 15:24:56,24,"female","United States","TX","No","Yes","No",NA,"500-1000","No","No","No","No","No","No","No","Very difficult","Yes","Maybe","No","No","No","Maybe","No","Yes",NA
2014-08-27 15:25:03,29,"Male","United States","TX","No","No","No","Never","More than 1000","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-27 15:25:09,48,"M","United Kingdom",NA,"No","No","No",NA,"26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","No","No","No",NA
